generatedDate,fraudLabel,uniqueId,customerId,sessionId,timestamp,date,action,longitude,latitude,amount,amountMod1,amountMod100,amountMod250,amountMod500,amountMod1000,hour,dayOfWeek,dayOfMonth,accountTypeChecking,accountTypeSavings,accountTypeCreditCard,transactionCount,action0Count,action1Count,action2Count,action3Count,action4Count,action5Count,action6Count,action7Count,action8Count,action9Count,actionCount,secondsToTransaction,avgActionDuration,amountSum,amountAvg,amountMin,amountMax,recipientTransactionCount,distinctRecipientCount,repeatedRecipientCount,profileRawInd,profileRawAmountMin,profileRawAmountMax,profileRawAmountAvg,profileRawAmountStd,profileRawAmountPercentile10,profileRawAmountPercentile25,profileRawAmountPercentile50,profileRawAmountPercentile75,profileRawAmountPercentile90,profileAmountZScore,profileRawMeanSecondsToTransaction,profileRawStdSecondsToTransaction,profileSecondsToTransactionZScore,profileRawSessionCount,profileRawTransactionCount,profileRawMeanSessionActionCount,profileRawMeanSessionAction0Count,profileRawMeanSessionAction1Count,profileRawMeanSessionAction2Count,profileRawMeanSessionAction3Count,profileRawMeanSessionAction4Count,profileRawMeanSessionAction5Count,profileRawMeanSessionAction6Count,profileRawMeanSessionAction7Count,profileRawMeanSessionAction8Count,profileRawMeanSessionAction9Count,profileRawStdSessionActionCount,profileRawStdSessionAction0Count,profileRawStdSessionAction1Count,profileRawStdSessionAction2Count,profileRawStdSessionAction3Count,profileRawStdSessionAction4Count,profileRawStdSessionAction5Count,profileRawStdSessionAction6Count,profileRawStdSessionAction7Count,profileRawStdSessionAction8Count,profileRawStdSessionAction9Count,profileSessionActionCountZScore,profileSessionAction0CountZScore,profileSessionAction1CountZScore,profileSessionAction2CountZScore,profileSessionAction3CountZScore,profileSessionAction4CountZScore,profileSessionAction5CountZScore,profileSessionAction6CountZScore,profileSessionAction7CountZScore,profileSessionAction8CountZScore,profileSessionAction9CountZScore,profileRawMeanSessionTransactionCount,profileRawMeanSessionTransactionFromCheckingCount,profileRawMeanSessionTransactionFromSavingsCount,profileRawMeanSessionTransactionFromCreditCardCount,profileRawStdSessionTransactionCount,profileRawStdSessionTransactionFromCheckingCount,profileRawStdSessionTransactionFromSavingsCount,profileRawStdSessionTransactionFromCreditCardCount,profileSessionTransactionCountZScore,profileSessionTransactionFromCheckingCountZScore,profileSessionTransactionFromSavingsCountZScore,profileSessionTransactionFromCreditCardCountZScore,profileRecipientTxnCount,profileDistinctRecipientCount,age,genderMale,maritalStatusSingle,maritalStatusMarried,maritalStatusDivorced,homeLongitude,homeLatitude,distanceFromHome
2022-11-23,0,LpdOssfaLUlKvNay,348,xxUQKxXina,2022-07-01 13:57:35.412,2022-07-01,transaction,-79.988859842695774,37.688434844065888,154.88,0.88,54.88,154.88,154.88,154.88,13,6,1,1,0,0,9,0,4,0,39,21,23,2,7,23,1,130,2034,15.646153846153846,1700.0700000000002,188.89666666666668,2,532.06,1,9,0,1,21.05,845.26,390.25454545454551,259.6346388047495,118.71,137.53,419.5,608.29,619.9,-0.90656064436591577,348.81818181818187,228.05736917794093,7.3892890383514027,4,11,24.909090909090907,0,1.3636363636363635,0,5.7272727272727275,3.3636363636363633,4.2727272727272725,0.81818181818181823,1,5.0909090909090908,0.36363636363636365,14.611328108385942,0,1.2060453783110545,0,3.9010488100229943,3.0748244591432297,3.37908002541843,0.75075719352954839,1.2649110640673518,2.1658506621900533,0.504524979109513,7.1924268835352354,-1,2.1859572481887866,-1,8.5291748176129971,5.7357302410941013,5.5421216977404182,1.5741683090135685,4.7434164902525691,8.2688484583612478,1.2613124477737825,1.9090909090909089,0.90909090909090906,0.18181818181818182,0.81818181818181812,0.83120941459363351,0.94387980744853894,0.40451991747794519,0.75075719352954828,8.53083346556624,3.274685046250033,-0.4494665749754948,5.5701340165095514,0,11,68,0,0,1,0,-82.1380011464,37.163826041,2.2122438246137621
2022-11-23,0,VDpeMkKJzVPmtYme,348,xxUQKxXina,2022-07-01 13:32:42.941,2022-07-01,transaction,-79.988859842695774,37.688434844065888,135.9,0.9,35.9,135.9,135.9,135.9,13,6,1,0,0,1,3,0,1,0,17,8,8,1,0,9,0,48,541,11.270833333333334,842.83999999999992,280.94666666666666,135.9,532.06,1,3,0,1,21.05,845.26,390.25454545454551,259.6346388047495,118.71,137.53,419.5,608.29,619.9,-0.97966337090262157,348.81818181818187,228.05736917794093,0.84269067416922172,4,11,24.909090909090907,0,1.3636363636363635,0,5.7272727272727275,3.3636363636363633,4.2727272727272725,0.81818181818181823,1,5.0909090909090908,0.36363636363636365,14.611328108385942,0,1.2060453783110545,0,3.9010488100229943,3.0748244591432297,3.37908002541843,0.75075719352954839,1.2649110640673518,2.1658506621900533,0.504524979109513,1.5803429311573962,-1,-0.30151134457776352,-1,2.8896657852022178,1.5078466097721608,1.1030436388706659,0.24217973984824129,-0.79056941504209477,1.8048755518250439,-0.72074997015644726,1.9090909090909089,0.90909090909090906,0.18181818181818182,0.81818181818181812,0.83120941459363351,0.94387980744853894,0.40451991747794519,0.75075719352954828,1.3124359177794214,0.096314266066177476,-0.4494665749754948,1.5741683090135692,0,11,68,0,0,1,0,-82.1380011464,37.163826041,2.2122438246137621
2022-11-23,0,IJujMSamwgmmKjMt,348,xxUQKxXina,2022-07-01 13:44:40.795,2022-07-01,transaction,-79.988859842695774,37.688434844065888,2,0,2,2,2,2,13,6,1,0,0,1,5,0,3,0,28,14,15,1,1,17,1,86,1259,14.63953488372093,854.00999999999988,170.802,2,532.06,1,5,0,1,21.05,845.26,390.25454545454551,259.6346388047495,118.71,137.53,419.5,608.29,619.9,-1.495388085510889,348.81818181818187,228.05736917794093,3.9910213007484625,4,11,24.909090909090907,0,1.3636363636363635,0,5.7272727272727275,3.3636363636363633,4.2727272727272725,0.81818181818181823,1,5.0909090909090908,0.36363636363636365,14.611328108385942,0,1.2060453783110545,0,3.9010488100229943,3.0748244591432297,3.37908002541843,0.75075719352954839,1.2649110640673518,2.1658506621900533,0.504524979109513,4.1810647627471269,-1,1.3568010505999364,-1,5.7094203014076079,3.4591775165361334,3.1746133996765504,0.24217973984824129,0,5.4985743555600175,1.2613124477737825,1.9090909090909089,0.90909090909090906,0.18181818181818182,0.81818181818181812,0.83120941459363351,0.94387980744853894,0.40451991747794519,0.75075719352954828,3.71856843370836,0.096314266066177476,-0.4494665749754948,4.2381454473442242,0,11,68,0,0,1,0,-82.1380011464,37.163826041,2.2122438246137621
2022-11-23,0,PtDHEEePTjrVnROy,348,xxUQKxXina,2022-07-01 13:54:16.130,2022-07-01,transaction,-79.988859842695774,37.688434844065888,91.87,0.87,91.87,91.87,91.87,91.87,13,6,1,1,0,0,8,0,4,0,37,18,23,2,7,22,1,123,1835,14.918699186991869,1545.19,193.14875,2,532.06,1,8,0,1,21.05,845.26,390.25454545454551,259.6346388047495,118.71,137.53,419.5,608.29,619.9,-1.1492478308294476,348.81818181818187,228.05736917794093,6.516701580566906,4,11,24.909090909090907,0,1.3636363636363635,0,5.7272727272727275,3.3636363636363633,4.2727272727272725,0.81818181818181823,1,5.0909090909090908,0.36363636363636365,14.611328108385942,0,1.2060453783110545,0,3.9010488100229943,3.0748244591432297,3.37908002541843,0.75075719352954839,1.2649110640673518,2.1658506621900533,0.504524979109513,6.7133465461371271,-1,2.1859572481887866,-1,8.0164921783029275,4.7600647877121149,5.5421216977404182,1.5741683090135685,4.7434164902525691,7.807136107894376,1.2613124477737825,1.9090909090909089,0.90909090909090906,0.18181818181818182,0.81818181818181812,0.83120941459363351,0.94387980744853894,0.40451991747794519,0.75075719352954828,7.3277672076017693,2.2152281195220809,-0.4494665749754948,5.5701340165095514,0,11,68,0,0,1,0,-82.1380011464,37.163826041,2.2122438246137621
2022-11-23,0,sCjtmvuGuMePsXuZ,348,xxUQKxXina,2022-07-01 13:53:40.820,2022-07-01,transaction,-79.988859842695774,37.688434844065888,111.91,0.91,11.91,111.91,111.91,111.91,13,6,1,0,0,1,7,0,4,0,35,18,22,2,7,22,1,119,1799,15.117647058823529,1453.32,207.61714285714285,2,532.06,1,7,0,1,21.05,845.26,390.25454545454551,259.6346388047495,118.71,137.53,419.5,608.29,619.9,-1.0720624441173514,348.81818181818187,228.05736917794093,6.3588465630782531,4,11,24.909090909090907,0,1.3636363636363635,0,5.7272727272727275,3.3636363636363633,4.2727272727272725,0.81818181818181823,1,5.0909090909090908,0.36363636363636365,14.611328108385942,0,1.2060453783110545,0,3.9010488100229943,3.0748244591432297,3.37908002541843,0.75075719352954839,1.2649110640673518,2.1658506621900533,0.504524979109513,6.4395863533382087,-1,2.1859572481887866,-1,7.5038095389928561,4.7600647877121149,5.2461831604824347,1.5741683090135685,4.7434164902525691,7.807136107894376,1.2613124477737825,1.9090909090909089,0.90909090909090906,0.18181818181818182,0.81818181818181812,0.83120941459363351,0.94387980744853894,0.40451991747794519,0.75075719352954828,6.1247009496372993,1.1557711927941292,-0.4494665749754948,5.5701340165095514,1,11,68,0,0,1,0,-82.1380011464,37.163826041,2.2122438246137621
2022-11-23,0,ejgjZRmRZBXVPgCO,348,xxUQKxXina,2022-07-01 13:32:17.364,2022-07-01,transaction,-79.988859842695774,37.688434844065888,532.06,0.06,32.06,32.06,32.06,532.06,13,6,1,1,0,0,2,0,1,0,16,7,7,1,0,9,0,44,516,11.727272727272727,706.93999999999994,353.46999999999997,174.88,532.06,1,2,0,1,21.05,845.26,390.25454545454551,259.6346388047495,118.71,137.53,419.5,608.29,619.9,0.54617309615646092,348.81818181818187,228.05736917794093,0.73306913424654618,4,11,24.909090909090907,0,1.3636363636363635,0,5.7272727272727275,3.3636363636363633,4.2727272727272725,0.81818181818181823,1,5.0909090909090908,0.36363636363636365,14.611328108385942,0,1.2060453783110545,0,3.9010488100229943,3.0748244591432297,3.37908002541843,0.75075719352954839,1.2649110640673518,2.1658506621900533,0.504524979109513,1.3065827383584772,-1,-0.30151134457776352,-1,2.6333244655471826,1.1826247919781654,0.80710510161268245,0.24217973984824129,-0.79056941504209477,1.8048755518250439,-0.72074997015644726,1.9090909090909089,0.90909090909090906,0.18181818181818182,0.81818181818181812,0.83120941459363351,0.94387980744853894,0.40451991747794519,0.75075719352954828,0.10936965981495195,0.096314266066177476,-0.4494665749754948,0.24217973984824148,0,11,68,0,0,1,0,-82.1380011464,37.163826041,2.2122438246137621
2022-11-23,0,tiCvOYENiUBdizFR,348,xxUQKxXina,2022-07-01 13:36:22.725,2022-07-01,transaction,-79.988859842695774,37.688434844065888,9.17,0.17,9.17,9.17,9.17,9.17,13,6,1,0,0,1,4,0,2,0,18,10,10,1,0,11,0,57,761,13.350877192982455,852.00999999999988,213.0025,9.17,532.06,1,4,0,1,21.05,845.26,390.25454545454551,259.6346388047495,118.71,137.53,419.5,608.29,619.9,-1.4677723558339562,348.81818181818187,228.05736917794093,1.8073602254887662,4,11,24.909090909090907,0,1.3636363636363635,0,5.7272727272727275,3.3636363636363633,4.2727272727272725,0.81818181818181823,1,5.0909090909090908,0.36363636363636365,14.611328108385942,0,1.2060453783110545,0,3.9010488100229943,3.0748244591432297,3.37908002541843,0.75075719352954839,1.2649110640673518,2.1658506621900533,0.504524979109513,2.1963033649549639,-1,0.52764485301108643,-1,3.1460071048572531,2.1582902453601518,1.6949207133866331,0.24217973984824129,-0.79056941504209477,2.7283002527587872,-0.72074997015644726,1.9090909090909089,0.90909090909090906,0.18181818181818182,0.81818181818181812,0.83120941459363351,0.94387980744853894,0.40451991747794519,0.75075719352954828,2.5155021757438907,0.096314266066177476,-0.4494665749754948,2.9061568781788965,0,11,68,0,0,1,0,-82.1380011464,37.163826041,2.2122438246137621
2022-11-23,0,LshgqyTJwclHwzvB,348,xxUQKxXina,2022-07-01 13:50:38.822,2022-07-01,transaction,-79.988859842695774,37.688434844065888,487.4,0.4,87.4,237.4,487.4,487.4,13,6,1,1,0,0,6,0,4,0,33,16,19,1,5,20,1,106,1617,15.254716981132075,1341.4099999999999,223.56833333333333,2,532.06,1,6,0,1,21.05,845.26,390.25454545454551,259.6346388047495,118.71,137.53,419.5,608.29,619.9,0.37416214952161997,348.81818181818187,228.05736917794093,5.5608017524411757,4,11,24.909090909090907,0,1.3636363636363635,0,5.7272727272727275,3.3636363636363633,4.2727272727272725,0.81818181818181823,1,5.0909090909090908,0.36363636363636365,14.611328108385942,0,1.2060453783110545,0,3.9010488100229943,3.0748244591432297,3.37908002541843,0.75075719352954839,1.2649110640673518,2.1658506621900533,0.504524979109513,5.5498657267417215,-1,2.1859572481887866,-1,6.9911268996827847,4.1096211521241246,4.3583675487084843,0.24217973984824129,3.1622776601683791,6.8837114069606331,1.2613124477737825,1.9090909090909089,0.90909090909090906,0.18181818181818182,0.81818181818181812,0.83120941459363351,0.94387980744853894,0.40451991747794519,0.75075719352954828,4.92163469167283,1.1557711927941292,-0.4494665749754948,4.2381454473442242,0,11,68,0,0,1,0,-82.1380011464,37.163826041,2.2122438246137621
2022-11-23,0,JArHecuZMeBQllQI,348,xxUQKxXina,2022-07-01 13:30:47.868,2022-07-01,transaction,-79.988859842695774,37.688434844065888,174.88,0.88,74.88,174.88,174.88,174.88,13,6,1,0,0,1,1,0,1,0,15,6,7,1,0,6,0,38,426,11.210526315789474,174.88,174.88,174.88,174.88,1,1,0,1,21.05,845.26,390.25454545454551,259.6346388047495,118.71,137.53,419.5,608.29,619.9,-0.82952932030194759,348.81818181818187,228.05736917794093,0.33843159052491434,4,11,24.909090909090907,0,1.3636363636363635,0,5.7272727272727275,3.3636363636363633,4.2727272727272725,0.81818181818181823,1,5.0909090909090908,0.36363636363636365,14.611328108385942,0,1.2060453783110545,0,3.9010488100229943,3.0748244591432297,3.37908002541843,0.75075719352954839,1.2649110640673518,2.1658506621900533,0.504524979109513,0.89594244916009869,-1,-0.30151134457776352,-1,2.3769831458921469,0.85740297418416989,0.80710510161268245,0.24217973984824129,-0.79056941504209477,0.41973850042442884,-0.72074997015644726,1.9090909090909089,0.90909090909090906,0.18181818181818182,0.81818181818181812,0.83120941459363351,0.94387980744853894,0.40451991747794519,0.75075719352954828,-1.0936965981495177,-0.96314266066177434,-0.4494665749754948,0.24217973984824148,0,11,68,0,0,1,0,-82.1380011464,37.163826041,2.2122438246137621
2022-11-23,0,HnmWeRVQYGoyobsN,482,JCiEotOprO,2022-07-06 21:55:40.838,2022-07-06,transaction,-93.3839143658873,33.327675403321145,816.71,0.71,16.71,66.71,316.71,816.71,21,4,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,4,2,816.71,816.71,816.71,816.71,1,1,0,1,107.03,107.03,107.03,-1,107.03,107.03,107.03,107.03,107.03,-1,227,-1,-1,1,1,14,2,2,4,0,2,1,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,1,59,0,0,1,0,-93.9307295685,33.9051799678,0.7953102462575683
2022-11-23,0,QrOjnFuhrsgGwngu,331,yiDriMudjQ,2022-05-22 08:12:25.661,2022-05-22,transaction,-75.757833220581219,33.90656503549625,84.84,0.84,84.84,84.84,84.84,84.84,8,1,22,0,1,0,1,0,1,1,0,0,1,0,0,0,0,5,79,15.8,84.84,84.84,84.84,84.84,1,1,0,1,0.11,83.71,41.91,59.11412690719537,0.11,0.11,0.11,83.71,83.71,0.72622234728082513,18.5,20.506096654409877,2.9503420870197328,2,2,2.5,0,0,0,0,0,0,0,0,0,0.5,0.70710678118654757,0,0,0,0,0,0,0,0,0,0.70710678118654757,3.5355339059327373,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.70710678118654746,1,0,1,0,0,0,0,0,-1,-1,-1,-1,0,2,55,0,0,0,1,-76.3532607209,34.2479296693,0.686340820108957
