feature,longitude,latitude,amount,amountMod1,amountMod100,amountMod250,amountMod500,amountMod1000,hour,dayOfWeek,dayOfMonth,accountTypeChecking,accountTypeSavings,accountTypeCreditCard,transactionCount,action0Count,action1Count,action2Count,action3Count,action4Count,action5Count,action6Count,action7Count,action8Count,action9Count,actionCount,secondsToTransaction,avgActionDuration,amountSum,amountAvg,amountMin,amountMax,recipientTransactionCount,distinctRecipientCount,repeatedRecipientCount,profileRawInd,profileRawAmountMin,profileRawAmountMax,profileRawAmountAvg,profileRawAmountStd,profileRawAmountPercentile10,profileRawAmountPercentile25,profileRawAmountPercentile50,profileRawAmountPercentile75,profileRawAmountPercentile90,profileAmountZScore,profileRawMeanSecondsToTransaction,profileRawStdSecondsToTransaction,profileSecondsToTransactionZScore,profileRawSessionCount,profileRawTransactionCount,profileRawMeanSessionActionCount,profileRawMeanSessionAction0Count,profileRawMeanSessionAction1Count,profileRawMeanSessionAction2Count,profileRawMeanSessionAction3Count,profileRawMeanSessionAction4Count,profileRawMeanSessionAction5Count,profileRawMeanSessionAction6Count,profileRawMeanSessionAction7Count,profileRawMeanSessionAction8Count,profileRawMeanSessionAction9Count,profileRawStdSessionActionCount,profileRawStdSessionAction0Count,profileRawStdSessionAction1Count,profileRawStdSessionAction2Count,profileRawStdSessionAction3Count,profileRawStdSessionAction4Count,profileRawStdSessionAction5Count,profileRawStdSessionAction6Count,profileRawStdSessionAction7Count,profileRawStdSessionAction8Count,profileRawStdSessionAction9Count,profileSessionActionCountZScore,profileSessionAction0CountZScore,profileSessionAction1CountZScore,profileSessionAction2CountZScore,profileSessionAction3CountZScore,profileSessionAction4CountZScore,profileSessionAction5CountZScore,profileSessionAction6CountZScore,profileSessionAction7CountZScore,profileSessionAction8CountZScore,profileSessionAction9CountZScore,profileRawMeanSessionTransactionCount,profileRawMeanSessionTransactionFromCheckingCount,profileRawMeanSessionTransactionFromSavingsCount,profileRawMeanSessionTransactionFromCreditCardCount,profileRawStdSessionTransactionCount,profileRawStdSessionTransactionFromCheckingCount,profileRawStdSessionTransactionFromSavingsCount,profileRawStdSessionTransactionFromCreditCardCount,profileSessionTransactionCountZScore,profileSessionTransactionFromCheckingCountZScore,profileSessionTransactionFromSavingsCountZScore,profileSessionTransactionFromCreditCardCountZScore,profileRecipientTxnCount,profileDistinctRecipientCount,age,genderMale,maritalStatusSingle,maritalStatusMarried,maritalStatusDivorced,homeLongitude,homeLatitude,distanceFromHome
longitude,1.0,0.0678176415012122,0.06524853026473952,0.016651187639809405,0.06433366685707102,0.08456751030685848,0.11285661398401008,0.1036371870186359,-0.06325545650351995,0.04424972984072704,0.17137161639086387,-0.016236269944589283,-0.05016428251154608,0.07477602239617827,0.2164139824318855,0.18715613960182903,0.16912991805745056,0.11711401184064849,-0.07139107863023676,0.14408848772391397,0.1990294399607257,0.2385422551828245,0.23686828023674225,0.017489399751403956,0.27528736709337476,0.23179823988438664,0.22675949107993834,0.04450908366156871,0.2193403965200476,0.09973803942078804,-0.005170105772873506,0.20014031061816168,0.18770945728032165,0.15519303398536458,0.28925340951710743,-0.030510253605121017,-0.06170045770237926,-0.05983523642907378,-0.07222157047432395,-0.05249185653385679,-0.07104341567930055,-0.08090871566276037,-0.08213811429741776,-0.03407466377418262,-0.06330356486560945,0.05041483455280853,0.17205445684774764,0.17066440874663236,0.20446653211048424,-0.0064987136635750046,0.08015470411285645,0.16466750948742384,-0.0720474427800789,0.19795921599542562,0.14770639351057932,-0.05292380593644578,0.0691059921667026,0.1733370945787795,0.16404386047564326,0.16311914038610448,-0.045164025748248834,0.16075908337313916,0.1726541297384492,-0.052003580574710814,0.19567778199867275,0.15814672987999992,-0.05363265721711726,0.08529837307143087,0.17611104752472936,0.16758412101037987,0.17366956650357204,-0.04721596556473286,0.15374446112704326,0.1880841347288301,-0.10189801513863249,-0.12667857404071817,0.012322484570807748,-0.1050710438316578,0.18793630770522074,-0.15846484653311654,0.22646005144405892,0.19513478645593543,0.05364054330881746,0.2290479570646639,0.16528224803512812,0.12089069675474412,0.09227164795277143,0.10202078900021623,0.17805629456798183,0.11789000036802091,0.11255994896911328,0.13927738652891078,0.20097261271354916,0.15008748447913767,-0.08322535103040407,-0.023568268133573787,0.1777151036769169,0.040321814855303555,-0.10320355178783257,-0.07966560374434305,-0.14023132511808348,0.0992008604977001,0.04020943438455625,0.6171516974194682,-0.060990348176004155,-0.11623722150416634
latitude,0.0678176415012122,1.0,-0.0059679727876814515,0.030741462983755418,-0.03221981833048507,-0.028646370653435588,-0.03614314455319229,-0.05578945367561622,0.12974634432085894,0.040572481804337444,-0.13530968807934413,-0.12441484547258816,0.04008688991129725,0.10874641282621215,-0.06805011338338096,0.1371868972659581,-0.18279686368527143,-0.17524959095273068,-0.0012662718480499493,-0.06868948368795204,-0.14375878235724854,-0.13819980393769044,-0.06947165903809173,0.05672421076568609,0.028286495296635003,-0.1000624255924739,-0.09690412043420332,0.049161003898583945,0.009486497405745337,-0.008192209892342206,0.01721111090982175,-0.027871148127743786,-0.11260868846936373,-0.0699930252792891,-0.054952033152642375,0.16619404571036686,0.13392225132886545,0.03427086050579109,0.08562092039732633,0.020633459015396538,0.12213774397100814,0.08801912978454912,0.12439054646839358,0.07618122002625366,0.05313468995088061,0.089519463846179,-0.10985566877089321,-0.08500918888554125,0.14434021727689944,0.11241943657885414,-0.111533433707879,-0.12634297772752262,-0.040774885805904805,-0.14811432971464014,-0.09721153090982006,0.08002263278942205,-0.08997937179948348,-0.16073306089481643,-0.07210893091512227,-0.12074572524961576,0.08385575729635612,-0.0558211095099152,-0.10682494883981791,-0.04305634451738365,-0.12352812185504676,-0.07765126387416742,0.10065263192539152,-0.09304326679970097,-0.1363000516258567,-0.06799144363918103,-0.10335746460153715,0.10538650886284291,-0.023353181377414697,0.12696639048038166,0.01851086412944965,-0.044004973753564526,0.012934726126564454,-0.03915155527099098,0.13386911916151245,-0.02894204775007014,0.1499389308874554,0.14065981999828517,0.04086648195186512,0.15384944692411442,-0.09338014797520938,-0.18385387368960737,0.18773335874849414,0.04356209786365619,-0.0735059217023369,-0.15816989390914699,0.1839311004412453,0.03983582974728824,0.14430252975064706,0.11838248657644554,0.05630622525014332,-0.041896470051644735,-0.0709841293968173,-0.06879669812019965,0.15498381322100613,0.10613187358036695,-0.1656389552233458,0.18622430184325955,-0.019877934508973048,-0.07373485542442688,0.6585654907475132,-0.04741216200506276
amount,0.06524853026473952,-0.0059679727876814515,1.0,0.035399297251760116,0.1412085264154076,0.21371664052391742,0.3224085968833722,0.5062714383705317,-0.023962564599904868,0.06307723901453087,0.07290206961452088,0.010631233536334574,-0.03729178053889366,0.027746207920239414,0.15937237767845266,0.0957809147558736,0.03195694170300653,0.023947945285379253,-0.058305398093848694,0.1528998290051554,0.07336703621565495,0.09631274658947375,0.1543628958963438,-0.06445901496220145,0.14491149068489384,0.12155534048069977,0.0993980217488709,-0.09669382070623961,0.25395020826540876,0.7335723563181189,0.5029835054923841,0.5506034908364001,0.00861638605170274,0.1708062217950113,0.11700352940757325,-0.12467579608517652,0.0692574877949149,0.04895631722979756,0.10499145383649283,0.04327902241033651,0.08506693413627803,0.10936109004096943,0.10910454471353397,0.10609310217700431,0.06795621148949976,0.28968284672512196,-0.08167638591732376,-0.08270781515204631,0.1569556812068816,-0.11608708819623119,-0.05215741643435488,-0.06380712539234529,-0.09743752107885403,-0.030106586591830724,-0.03074191707863917,-0.1521564511320844,-0.056413034905245366,-0.03733803013508101,-0.040454607985999654,-0.06015444324361044,-0.10910395923411935,-0.10624107876878959,-0.06610446613180934,-0.09536563341660649,-0.034566547193107824,-0.035412604830719306,-0.15667231109016314,-0.07175348108124383,-0.041136364544943994,-0.043236422160789136,-0.06481151785023248,-0.13061358315775257,-0.11294552557746407,0.14451531838506643,-0.07969094200023519,0.011215483656504828,0.059016518928157916,-0.060882168792103696,0.12398850238509794,-0.060711001063512154,0.15444323162600404,0.15609965528091682,-0.041576277498134175,0.15530913795319526,-0.06109288069538052,-0.05602245151994026,-0.07898209376711106,0.00901989983751603,-0.06236378922775833,-0.0593235798398212,-0.08131115383902361,-0.009508951879470142,0.15170326823934063,0.12942594274344663,-0.040099514133981114,-0.010788107386207764,-0.00614252119465111,-0.047536867032231755,-0.16279981506272073,0.017494768767173024,0.1041411025859045,0.0002328655123900614,-0.10196915448282592,0.10079940805452796,-0.07598912874921752,0.18049027237809356
amountMod1,0.016651187639809405,0.030741462983755418,0.035399297251760116,1.0,0.025533668538871988,0.031267767618640224,0.0251996729513216,0.02718013238425161,0.00927978598363386,-0.003282292788442184,0.0077661023572148415,0.027755321946344808,-0.02315478499926189,-0.008716763473905034,0.030349616623525394,0.012858449250158912,0.029698490101132333,0.015874124360554163,-0.0010653007433647074,0.028213243551698963,0.04244868132313419,0.019278644766730177,0.01913032938479666,0.013264129441761693,0.016489213254954015,0.030504690477714234,0.030040758991316047,0.0004944636850518277,0.034308774791065345,-0.0034035864925540163,-0.004534307361749077,0.0122116384177742,-0.009073293266123146,0.02858226019330391,0.028982256391169664,0.009874146589404753,0.0033788484478591216,0.017744961606305665,0.02274387742543152,0.020043156825772866,0.008228089141161231,0.013494358384530747,0.01709372846390682,0.0244779647291744,0.02081607319413352,0.029927864309572283,0.004015178118629209,0.0015301004934022827,0.023393192218034837,0.005191964508791902,-0.002265495282052997,-0.0015200434162410408,-0.012212475693142147,0.0016165129388670267,-0.006597454893678666,-0.010040824562434604,0.011155343343254935,0.014405089310733761,-0.005022786986919747,-0.005154005494100699,0.0032131535438964143,-0.016071228920278888,-0.0036685019061762124,-0.004688444468742379,-0.0010619403015472493,-0.00560324806698518,-0.010192674159192725,0.008463823231875592,0.00904883087449695,-0.0016762614319695683,-0.002424316529937937,0.00025535146590882336,-0.01915466145088859,0.02097031727702668,0.0067235499383958425,0.037212114813593995,0.015597829713731727,-0.013640725603329398,0.01396161286333927,0.01701859040635145,0.02490438299797958,0.026194717162770508,0.0035618194136657053,0.025043531396659775,-0.007049455474670314,-0.00016270956335793244,-0.02535370447149896,0.01193924402579475,-0.010209333881850462,-0.00299834393714196,-0.026947709738542058,0.006623058611346115,0.025751819349880786,0.02933384667420449,-0.016220977084437455,-0.0052339521246608746,-0.0018513609714392208,-0.0007344864098740705,-0.0042762919203965764,0.00581192693293023,0.019047331374058084,-0.007719811431217719,-0.011076227628357775,0.016314121922593006,0.008741688143447673,-0.021438083023921417
amountMod100,0.06433366685707102,-0.03221981833048507,0.1412085264154076,0.025533668538871988,1.0,0.28175598981743616,0.32647424367832084,0.23796948504857765,-0.020645996311074315,0.023782366777521453,0.0639787064523083,-0.007982013760119528,0.012574418790113047,-0.003962732150139156,0.04284260120214468,0.008059535299787802,0.07516378931185043,0.0632972063791372,-0.03494011204785393,0.03221492646937981,0.06429606042398087,0.06742372481559307,0.04050292419465523,-0.031046169026800043,0.02862695836579683,0.05499150707494282,0.04722035470452765,-0.0568801986812584,0.05885763388693965,0.15690787578808582,0.10655940231732464,0.1249606845790126,0.053100421124013045,0.03265809051194722,0.05397502482146367,-0.048090978513334305,0.04640049711744758,0.05674052848787903,0.08483045942137774,0.04103109065268628,0.05754289610758598,0.0777492497612813,0.07218363584484809,0.09787400634168185,0.06847243053180786,0.037404367555074994,0.028401805821341993,0.029283517521830338,0.020988423579255854,-0.0316625359138671,0.0362978631645536,0.04893078834951776,0.009356370695966093,0.07611227921212375,0.04682007609708376,-0.047847320116921395,-0.002136717614515979,0.06134704311168167,0.07374735635298846,0.021896831712437382,-0.04703967433849698,-0.005834409503480622,0.04841861173406055,0.019282050402695834,0.06703323929463499,0.04087388607907597,-0.03811809393169982,-0.004815906716702917,0.06137506203258978,0.0749823642122977,0.026322311621093435,-0.05048829738588289,-0.006277804242670228,0.02812806430596053,-0.0713522075173004,0.006566806584083918,-0.0011288298846673685,-0.029271995369654986,0.01535950880585145,-0.00792346930710397,0.023119570443362943,0.012942251384534306,-0.00662337122779367,0.016526175517781606,0.028412669270213214,0.027377573303428694,-0.027782629230441225,0.039689358508858553,0.026527895786125993,0.02454435094370937,-0.040683056802773045,0.050144926035647276,0.016734196267673175,0.00952519872816316,-0.021886933741944396,0.007233672930467447,0.07115180351934529,0.007656285059011361,-0.11686105949076712,-0.06532246638572985,0.026148765627591993,-0.01161514701015644,-0.014213343039324125,0.09014315771047803,-0.07030865110307158,-0.007631058959276098
amountMod250,0.08456751030685848,-0.028646370653435588,0.21371664052391742,0.031267767618640224,0.28175598981743616,1.0,0.6246338512179929,0.4371922741091721,-0.0183454973017078,0.03581500055407756,0.1026850584005481,-0.005658109216210236,-0.0014036397841851417,0.008474486593518614,0.09751337223953417,0.05829328571185025,0.10293311658708529,0.09430109238148955,-0.012574065117939058,0.10099879290655787,0.09721636794718927,0.13072957022830012,0.09301521825049114,-0.01826711137692749,0.07841881327805289,0.1131625182459465,0.10322042276171414,-0.07417840058838826,0.12233332735146717,0.2547120557446215,0.15228990780851173,0.2235998678481021,0.04765044623126831,0.09631416577167244,0.08551089616173069,-0.047412673574879376,0.06634499541180107,0.07928892442702463,0.1271610786777536,0.06086008401271262,0.08241898038793236,0.11904668168623755,0.11566139596431098,0.1419615289976114,0.09283227208197882,0.030609225939059775,0.029476668136233508,0.029740314471939523,0.07184154146317559,-0.024282728187735064,0.05264255880920344,0.055444419352141956,-0.007190342408461856,0.08024137268276635,0.05331406638484174,-0.05459409664108728,0.015151209457990204,0.05728525257687702,0.09094448334542626,0.02904037855782139,-0.054364560608899895,0.007004251877385629,0.0533665081227866,-0.005033514165772752,0.07049111234411262,0.04418656329998231,-0.04574300999336039,0.00989573294939118,0.057293310599443176,0.08687921673905921,0.028446684854700477,-0.06340466161027242,0.0038083902662707095,0.06163402489314553,-0.08569081098305138,0.037017319164749915,0.05509484865093509,-0.0121696173446356,0.07533930744354715,0.001031956511284306,0.06943346087175348,0.04528161058345185,0.044555630236340314,0.05238947613477407,0.04327121766085701,0.032125325643617746,-0.014861367318690043,0.06354616577082099,0.04198464359838053,0.02973011728698227,-0.024029444533951456,0.06463113111632904,0.0554182556064575,0.032030666592131184,0.0004078916550192895,0.0625807192438303,0.04737919117884269,0.03220900591309139,-0.12878962207823746,-0.05724219580293184,0.046439008509542204,-0.013998952668655952,-0.03171024437688193,0.11552361410532447,-0.057111568761479256,0.030554717672708856
amountMod500,0.11285661398401008,-0.03614314455319229,0.3224085968833722,0.0251996729513216,0.32647424367832084,0.6246338512179929,1.0,0.6792544822441174,-0.04761516534176263,0.03738538223419951,0.1394977379584421,-0.025498256862313304,0.0066678245197769204,0.023979864533208415,0.13752222289331661,0.05846003178838811,0.12056980342614998,0.09863303467802075,-0.02897530153804477,0.12037872899734715,0.12190035993338759,0.16395482374820763,0.13623144968041348,-0.0654642523285372,0.11017045622667154,0.1414778009346719,0.124608697758434,-0.10268006777398793,0.16804933144353495,0.33744962885901697,0.20805184748470998,0.2988143846635189,0.07951198027639667,0.12954903006391671,0.13126660152464423,-0.0883226651139914,0.065648287910314,0.07473123022641395,0.1212939053410634,0.05944414493858013,0.07889732570106024,0.11041684947395186,0.10367766723637055,0.13725781591872527,0.0827868556169611,0.07597576907055857,0.0331909317955548,0.0328058926388594,0.07456760110714439,-0.06996007794443639,0.04035059705079485,0.06343132495627804,-0.03352033818384036,0.09850332643939681,0.07174979855854086,-0.0889822671541317,0.0012769570078693584,0.07600908123162599,0.09543866088899328,0.04190339788617343,-0.08076497701212826,0.0015377739091823077,0.0610648350299926,-0.027195653914851885,0.08784426248745533,0.0637650300859773,-0.08194638285308636,-0.006577435464829434,0.07399508965386029,0.08825807038403134,0.03632260309600326,-0.09737750804444527,-0.0038673024558739566,0.06325623935184074,-0.09357658914571867,0.02118323455082341,0.03815968349844697,-0.036810441080745625,0.06838277828354278,-0.04994768288403613,0.07879795431324318,0.05757517715269793,0.006137738395614458,0.06480230122533005,0.049394129862128135,0.040160859070422696,-0.038255762875512425,0.07749284241767833,0.04897136998168113,0.038112265400345284,-0.045173366273745026,0.07886673797602513,0.06413182009953736,0.03750205870482228,-0.0091588138156564,0.033677771574876385,0.0793422294212692,0.014492629214307277,-0.19237488604707273,-0.08359502875660149,0.04927949658651449,-0.01912557728883349,-0.029483194020172784,0.14199007799492128,-0.1059470692351202,0.070751633221116
amountMod1000,0.1036371870186359,-0.05578945367561622,0.5062714383705317,0.02718013238425161,0.23796948504857765,0.4371922741091721,0.6792544822441174,1.0,-0.04776544982441278,0.048548333468923094,0.13540862479286345,-0.016993615907261946,-0.011540839905703686,0.033463619873358934,0.1752074870455045,0.06533030801196076,0.11558624023518374,0.10129732976117159,-0.05154895429813422,0.16217082933954557,0.13038031223172575,0.16760215559001476,0.1659323015643651,-0.09151253173957928,0.13704806936132571,0.1614167827777328,0.14147542339625832,-0.10495595208164195,0.2245509912308762,0.472969564369416,0.31382414893528143,0.39856658033258485,0.07622486458081452,0.1764870127401662,0.14780820987026783,-0.10028498117091272,0.11691370571516606,0.09491312124867782,0.1659683177351936,0.07131155081546858,0.13542776286331942,0.1739116440286388,0.15624236083028992,0.17677848890631478,0.10711131836472958,0.10788454958948224,-0.004008885246838071,-0.008226714800772235,0.1054703182054368,-0.09111033628762799,0.01832900498408949,0.025505917895842455,-0.08726953827483387,0.07180562631298071,0.06191684303849412,-0.14035404398762752,-0.018501291713408176,0.050815711226821894,0.052478721426750204,0.00873824119833606,-0.12228201274703916,-0.049601142784169716,0.019395749906669098,-0.08851114213124481,0.05842485461761156,0.05071514945532397,-0.14177673432598656,-0.03539332262304525,0.044096815388220155,0.0445313353437923,-0.0010364318623585647,-0.1450040867804566,-0.06255736840421078,0.09293020503996864,-0.1068996477059963,0.029721464457087426,0.055629724910681216,-0.06368121805794583,0.08741854585862711,-0.0581110280873026,0.10975852067404814,0.09486737464888931,-0.014585261820680746,0.09723166494005692,0.024958753224080213,0.016304051594464585,-0.04952067866424708,0.07227748905058307,0.019433220196391574,0.00936735325549534,-0.062059182144749904,0.0565942141476218,0.09847823440870479,0.0714739933594769,-0.0286258298283034,0.02061790872341761,0.062040265339377426,0.006416579877829227,-0.2056642252973664,-0.057502048886387845,0.08604455988380832,-0.025049457346545338,-0.05962128893709956,0.14865609032034516,-0.11347533369248278,0.1167828998967683
hour,-0.06325545650351995,0.12974634432085894,-0.023962564599904868,0.00927978598363386,-0.020645996311074315,-0.0183454973017078,-0.04761516534176263,-0.04776544982441278,1.0,0.03887160646521593,-0.11936168825472285,-0.02902651724156432,0.05605224268948233,-0.025703100190519742,-0.12963036750198878,0.051530067181135744,-0.1904022138597918,-0.20572089012974926,0.10038086879577718,-0.05928498374419555,-0.19000803095169605,-0.16566924090826862,-0.12943338218489572,0.14929038269960518,-0.08276843041425562,-0.14386118431768188,-0.1323715911064125,0.0521561864833602,-0.08848837057368379,-0.022250132475428498,0.03944771086326062,-0.10819374865944931,-0.163342743230972,-0.08890251650582003,-0.1801523208096037,0.10771885746531981,-0.01641178140440412,0.021246543571509156,0.022690280154101794,0.03534807573961439,-0.010825241595994321,-0.012479416107269568,0.01955320422511559,0.019634085742208946,0.015462071968563947,0.034993858389483365,-0.12612407537839274,-0.1171340585133828,0.028719949968319457,0.054815625391165405,-0.10425583955679815,-0.1495270447610435,-0.01474027139287844,-0.17502238470732945,-0.1561202422204703,0.03118388266874083,-0.03514856402941608,-0.14263620131533977,-0.1329542105957234,-0.1616687078630616,0.06477109234786525,-0.13037282381515086,-0.13438986797201807,-0.006623835590820543,-0.15336063842116726,-0.1456953438286182,0.050917099906277595,-0.02435791457963586,-0.11856078952029955,-0.11073118807913529,-0.11816809276214213,0.08830721549333073,-0.11372227915395035,0.03135407754188894,0.02133587344298852,0.0910923961964285,-0.04753188100728899,0.11353646788052084,0.09493437673896421,0.08440801900372474,0.016802618751013864,0.022823584528768637,0.18795787204783598,0.02617982579007866,-0.11806272747494011,-0.13579129909980608,0.11551212473090358,-0.12855249729090124,-0.11488782050055511,-0.12510423977210094,0.09134727634716966,-0.10120647872160654,0.039569279667780545,0.06431810703711292,0.09834405695960476,0.03902355234102232,-0.13399897274238187,-0.06242212244935705,0.1511425691148296,0.1325915845583539,0.021052628020507082,0.055930221149357896,-0.07513932025026251,-0.09291594529338536,0.09622735931987696,0.002023383139629163
dayOfWeek,0.04424972984072704,0.040572481804337444,0.06307723901453087,-0.003282292788442184,0.023782366777521453,0.03581500055407756,0.03738538223419951,0.048548333468923094,0.03887160646521593,1.0,0.1606848890516843,-0.01985290239592048,-0.0564248439951513,0.08605860922616483,0.18562934254151303,0.20906266658520076,0.039508860994170815,-0.01927881164438824,0.04106567033650013,0.15112025209494068,0.11357120328602581,0.03804424861923156,0.203920028090476,-0.0986537630250642,0.1914702744675845,0.14615917123446315,0.12958556411666897,-0.045408858649533014,0.2507946145971368,0.10192346088207452,0.023637564357437427,0.18225632023152424,-0.010612359446772303,0.18110737544355343,0.16658473871759671,0.008435209764987298,0.10215854427026422,-0.02277050217199408,0.031976884668730166,-0.029463634078669095,0.10199888876550174,0.08731097546930515,0.05969305049246862,0.033298574152570884,-0.01293114862007219,0.11765776555169306,-0.1401443954408941,-0.14928332734477134,0.27038091782516604,-0.11546437333449464,-0.15555300083388818,-0.12218557837455445,-0.05064542224653753,-0.0822397651087328,-0.08385493945433448,-0.03749740110855547,-0.1314300678475969,-0.09803636148898008,-0.11502196259346001,-0.07157088521885312,-0.09603668563413215,-0.12503381551177462,-0.13542219737273786,-0.047751653634345935,-0.10320804264554279,-0.10142743411641328,-0.04901798554568,-0.1484524364825465,-0.10982771222575215,-0.129839199215328,-0.08438268217170189,-0.09949344229764803,-0.14622292109150417,0.2620959849323275,0.03574945685935343,0.014516981758719228,0.07209105758507711,-0.00024351011119846914,0.182182387176784,0.0055286066733194715,0.26073858411640183,0.2927966229247557,-0.1679697232026373,0.26865808296741744,-0.14440961849538722,-0.10413320967502061,-0.1159158005538971,-0.052701222388461186,-0.15646932083663534,-0.12125461780426937,-0.10488977177743017,-0.07197674915851406,0.28808984151399825,0.2833050135403865,-0.09587607509566899,-0.13083246515767116,-0.07703372305283594,-0.1687746550160672,-0.03807716707625353,-0.04955940929086867,0.025665243540357336,-0.011001041870290001,-0.014340148840853021,-0.020655702384049384,-0.1251485711971542,0.10046431845436153
